density	radius_of_gyration	surface_area_to_volume_ratio	sphericity	inradius	circumradius	hydrodynamic_radius	sequence_length	hull_presence	disorder_content
0.822039587793094	15.659205436706545	0.1717947594632875	0.9149007440155776	15.176469802856444	30.68790626525879	19.08698632035261	411.0	2.0	0.1751525102745323
0.3812456485556323	36.37208557128906	0.0636036029586588	0.9045361874721182	46.04010009765625	76.13198852539062	52.14511032476527	3927.0	1.0	0.4998665272056715
0.1932464963657615	33.288482666015625	0.0904454315193338	0.8770276783130304	26.40167808532715	62.63684844970703	37.81998219043769	789.0	1.0	0.3557059342401488
0.2876122120331705	31.73263359069824	0.0766760367957348	0.8602832113099875	34.23737716674805	85.98643493652344	45.47996795373264	1929.0	2.0	0.2944177490423257
0.3702307168337986	27.11829376220703	0.1273400404444202	0.8125401024109558	22.258766174316406	65.63285064697266	28.99422246038516	654.0	1.0	0.2558846658285843
0.2336515714411958	40.622745513916016	0.0916966631462531	0.8202569588696849	34.2818489074707	94.650634765625	39.88575334831013	1017.0	4.0	0.2062130444159307
0.2725029662166912	51.499488830566406	0.0493396142040071	0.9273549119035532	54.110572814941406	85.7229232788086	65.56612672322494	5604.0	3.0	0.4953451620687838
0.6707249291296328	20.17095375061035	0.1320442819000865	0.8950169226441692	21.405805587768555	44.58430862426758	25.38460493340797	810.0	2.0	0.1765686908305796
0.4979362785126094	25.06573867797852	0.0966371113538348	0.9008537129919204	27.196298599243164	50.72978591918945	34.4606164562492	1440.0	1.0	0.1718177149610281
0.2212740500812009	38.06937789916992	0.1239332319107082	0.7593360254674951	28.47782516479492	80.90399932861328	31.87861719454545	528.0	1.0	0.2681853190705397
0.5640947583096095	31.917028427124023	0.0927515127420225	0.8558142476768502	27.06878089904785	73.83677673339844	37.793815690703525	2205.0	1.0	0.3444776176274065
0.9219382282768872	18.9224796295166	0.1285745852853595	0.9438001932078484	20.640853881835938	32.754581451416016	24.722139951013247	1026.0	3.0	0.0453670380716013
0.1864186544983319	39.10729598999024	0.0586762410774048	0.9318051356173658	44.03647994995117	72.62255859375	54.869862356298846	2193.0	1.0	0.3976595584925801
0.2343763197652059	35.534481048583984	0.0760690273623137	0.868258107185583	34.77029800415039	73.41219329833984	45.42182129441211	1656.0	1.0	0.377489320574725
0.2157056061393262	39.126651763916016	0.0606353302908198	0.8983024142429569	50.019474029541016	85.10496520996094	55.077337810007705	2619.0	1.0	0.4808884883177711
0.9309482098037004	16.130481719970703	0.1761731553964045	0.8959381668431359	15.467706680297852	29.7195987701416	19.006558377921863	459.0	1.0	0.1147506634419225
0.1791556716324676	38.435279846191406	0.0542279005086812	0.9309531653778436	54.794677734375	77.91256713867188	59.42519714638679	2736.0	1.0	0.5336043374019896
0.3117876344906909	44.018798828125	0.063019948339723	0.8746088755911855	44.83381271362305	93.65152740478516	54.42887170513825	3612.0	0.0	0.4547781036253495
0.4880074494260491	32.775848388671875	0.1189313625722365	0.8284267844543337	23.723012924194336	65.79729461669922	30.448838327951087	1005.0	3.0	0.0828615248682049
0.3117510864218532	33.497005462646484	0.0687600193600467	0.9208667953905918	37.669578552246094	68.72145080566406	47.37927937671888	2445.0	7.0	0.4899219290879542
0.1044001882402691	44.45097351074219	0.0590585123776802	0.9293090537985202	43.75056457519531	75.58578491210938	54.66112717407143	1320.0	1.0	0.3940372751449981
0.2664898560773528	35.881778717041016	0.128451998527737	0.7493425597352668	26.010066986083984	63.82500076293945	31.167358003619974	597.0	5.0	0.1787219386159898
0.6915048525489279	18.123918533325195	0.1448975262233529	0.8942098273620637	16.629362106323242	45.026954650878906	23.153723638160617	633.0	7.0	0.3335063227717508
0.1745560537936951	64.01185607910156	0.054909056218107	0.8208120116256267	58.09706115722656	158.65304565429688	66.56310499101524	3696.0	1.0	0.4202404560330631
0.2573660978438195	41.004024505615234	0.1781703941693914	0.6480177688140696	27.656307220458984	78.10381317138672	25.983568738091087	318.0	3.0	0.3278171476565123
0.4365741602576319	32.90673828125	0.0996659483353176	0.8235504824287969	26.116708755493164	79.38606262207031	36.54973439422319	1563.0	4.0	0.0920108814761762
0.2490758760346096	34.370243072509766	0.0782130053188824	0.8547525229945224	38.90650177001953	79.60459899902344	44.8747342252725	1644.0	9.0	0.306546008018708
0.1514768584623318	40.68791580200195	0.0806352240133679	0.8546945844850101	36.9766845703125	79.64154815673828	43.52968312585588	924.0	2.0	0.3142516615103956
0.5659604086454533	25.30181884765625	0.1002946433639502	0.9136508906875582	26.808713912963867	45.88170623779297	32.73883599819384	1434.0	1.0	0.1496519113754765
